AM;Last name;First name;New course code;New course name;Old course code;Old course name;Grade
SR001046;ΕΠΩΝΥΜΟ 1046;ΟΝΟΜΑ 1046;ICE1-6001;ΤΕΧΝΟΛΟΓΙΑ ΛΟΓΙΣΜΙΚΟΥ;ICE1-6001;ΤΕΧΝΟΛΟΓΙΑ ΛΟΓΙΣΜΙΚΟΥ;7.6
SR001046;ΕΠΩΝΥΜΟ 1046;ΟΝΟΜΑ 1046;ICE1-5003;ΑΝΑΛΥΣΗ ΚΑΙ ΣΧΕΔΙΑΣΜΟΣ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;ICE1-5003;ΑΝΑΛΥΣΗ ΚΑΙ ΣΧΕΔΙΑΣΜΟΣ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;1.8
SR001046;ΕΠΩΝΥΜΟ 1046;ΟΝΟΜΑ 1046;ICE1-5003;ΑΝΑΛΥΣΗ ΚΑΙ ΣΧΕΔΙΑΣΜΟΣ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;ICE1-5003;ΑΝΑΛΥΣΗ ΚΑΙ ΣΧΕΔΙΑΣΜΟΣ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;1.0
SR001046;ΕΠΩΝΥΜΟ 1046;ΟΝΟΜΑ 1046;ICE1-5003;ΑΝΑΛΥΣΗ ΚΑΙ ΣΧΕΔΙΑΣΜΟΣ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;ICE1-5003;ΑΝΑΛΥΣΗ ΚΑΙ ΣΧΕΔΙΑΣΜΟΣ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;0.8
SR001046;ΕΠΩΝΥΜΟ 1046;ΟΝΟΜΑ 1046;ICE1-5004;ΤΕΧΝΗΤΗ ΝΟΗΜΟΣΥΝΗ;ICE1-5004;ΤΕΧΝΗΤΗ ΝΟΗΜΟΣΥΝΗ;10.0
SR001046;ΕΠΩΝΥΜΟ 1046;ΟΝΟΜΑ 1046;ICE1-5006;ΕΙΣΑΓΩΓΗ ΣΤΟΝ ΠΑΡΑΛΛΗΛΟ ΥΠΟΛΟΓΙΣΜΟ;ICE1-5006;ΕΙΣΑΓΩΓΗ ΣΤΟΝ ΠΑΡΑΛΛΗΛΟ ΥΠΟΛΟΓΙΣΜΟ;3.5
SR001046;ΕΠΩΝΥΜΟ 1046;ΟΝΟΜΑ 1046;ICE1-8107;ΗΛΕΚΤΡΟΝΙΚΟ ΕΜΠΟΡΙΟ - ΕΠΙΧΕΙΡΗΜΑΤΙΚΟΤΗΤΑ;ICE1-8107;ΗΛΕΚΤΡΟΝΙΚΟ ΕΜΠΟΡΙΟ - ΕΠΙΧΕΙΡΗΜΑΤΙΚΟΤΗΤΑ;0.3
SR001046;ΕΠΩΝΥΜΟ 1046;ΟΝΟΜΑ 1046;ICE1-8107;ΗΛΕΚΤΡΟΝΙΚΟ ΕΜΠΟΡΙΟ - ΕΠΙΧΕΙΡΗΜΑΤΙΚΟΤΗΤΑ;ICE1-8107;ΗΛΕΚΤΡΟΝΙΚΟ ΕΜΠΟΡΙΟ - ΕΠΙΧΕΙΡΗΜΑΤΙΚΟΤΗΤΑ;1.1
SR001046;ΕΠΩΝΥΜΟ 1046;ΟΝΟΜΑ 1046;ICE1-8307;ΤΕΧΝΟΛΟΓΙΑ ΚΑΙ ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ ΚΙΝΗΤΩΝ ΣΥΣΚΕΥΩΝ;ICE1-8307;ΤΕΧΝΟΛΟΓΙΑ ΚΑΙ ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ ΚΙΝΗΤΩΝ ΣΥΣΚΕΥΩΝ;8.6
SR001050;ΕΠΩΝΥΜΟ 1050;ΟΝΟΜΑ 1050;ICE1-2004;ΑΝΤΙΚΕΙΜΕΝΟΣΤΡΕΦΗΣ ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ;ICE1-2004;ΑΝΤΙΚΕΙΜΕΝΟΣΤΡΕΦΗΣ ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ;2.5
SR001050;ΕΠΩΝΥΜΟ 1050;ΟΝΟΜΑ 1050;ICE1-4004;ΜΕΘΟΔΟΛΟΓΙΕΣ ΑΝΑΠΤΥΞΗΣ ΕΦΑΡΜΟΓΩΝ;ICE1-4004;ΜΕΘΟΔΟΛΟΓΙΕΣ ΑΝΑΠΤΥΞΗΣ ΕΦΑΡΜΟΓΩΝ;2.5
SR001050;ΕΠΩΝΥΜΟ 1050;ΟΝΟΜΑ 1050;ICE1-5004;ΤΕΧΝΗΤΗ ΝΟΗΜΟΣΥΝΗ;ICE1-5004;ΤΕΧΝΗΤΗ ΝΟΗΜΟΣΥΝΗ;0.4
SR001050;ΕΠΩΝΥΜΟ 1050;ΟΝΟΜΑ 1050;ICE1-8109;ΘΕΩΡΙΑ ΠΑΙΓΝΙΩΝ;ICE1-8109;ΘΕΩΡΙΑ ΠΑΙΓΝΙΩΝ;6.1
SR001052;ΕΠΩΝΥΜΟ 1052;ΟΝΟΜΑ 1052;ICE1-1002;ΓΡΑΜΜΙΚΗ ΑΛΓΕΒΡΑ;ICE1-1002;ΓΡΑΜΜΙΚΗ ΑΛΓΕΒΡΑ;8.6
SR001052;ΕΠΩΝΥΜΟ 1052;ΟΝΟΜΑ 1052;ICE1-1003;ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΕΠΙΣΤΗΜΗ ΤΩΝ ΥΠΟΛΟΓΙΣΤΩΝ;ICE1-1003;ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΕΠΙΣΤΗΜΗ ΤΩΝ ΥΠΟΛΟΓΙΣΤΩΝ;8.5
SR001052;ΕΠΩΝΥΜΟ 1052;ΟΝΟΜΑ 1052;ICE1-1003;ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΕΠΙΣΤΗΜΗ ΤΩΝ ΥΠΟΛΟΓΙΣΤΩΝ;ICE1-1003;ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΕΠΙΣΤΗΜΗ ΤΩΝ ΥΠΟΛΟΓΙΣΤΩΝ;0.3
SR001052;ΕΠΩΝΥΜΟ 1052;ΟΝΟΜΑ 1052;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;0.3
SR001052;ΕΠΩΝΥΜΟ 1052;ΟΝΟΜΑ 1052;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;0.3
SR001052;ΕΠΩΝΥΜΟ 1052;ΟΝΟΜΑ 1052;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;8.6
SR001052;ΕΠΩΝΥΜΟ 1052;ΟΝΟΜΑ 1052;ICE1-1006;ΦΥΣΙΚΗ;ICE1-1006;ΦΥΣΙΚΗ;2.9
SR001052;ΕΠΩΝΥΜΟ 1052;ΟΝΟΜΑ 1052;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;10.0
SR001052;ΕΠΩΝΥΜΟ 1052;ΟΝΟΜΑ 1052;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;10.0
SR001052;ΕΠΩΝΥΜΟ 1052;ΟΝΟΜΑ 1052;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;10.0
SR001052;ΕΠΩΝΥΜΟ 1052;ΟΝΟΜΑ 1052;ICE1-2001;ΣΧΕΔΙΑΣΗ ΚΑΙ ΑΝΑΛΥΣΗ ΑΛΓΟΡΙΘΜΩΝ;ICE1-2001;ΣΧΕΔΙΑΣΗ ΚΑΙ ΑΝΑΛΥΣΗ ΑΛΓΟΡΙΘΜΩΝ;0.3
SR001054;ΕΠΩΝΥΜΟ 1054;ΟΝΟΜΑ 1054;ICE1-5004;ΤΕΧΝΗΤΗ ΝΟΗΜΟΣΥΝΗ;ICE1-5004;ΤΕΧΝΗΤΗ ΝΟΗΜΟΣΥΝΗ;10.0
SR001058;ΕΠΩΝΥΜΟ 1058;ΟΝΟΜΑ 1058;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;1.8
SR001058;ΕΠΩΝΥΜΟ 1058;ΟΝΟΜΑ 1058;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;1.8
SR001058;ΕΠΩΝΥΜΟ 1058;ΟΝΟΜΑ 1058;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;1.8
SR001058;ΕΠΩΝΥΜΟ 1058;ΟΝΟΜΑ 1058;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;1.8
SR001058;ΕΠΩΝΥΜΟ 1058;ΟΝΟΜΑ 1058;ICE1-3002;ΗΛΕΚΤΡΟΝΙΚΗ;ICE1-3002;ΗΛΕΚΤΡΟΝΙΚΗ;7.5
SR001058;ΕΠΩΝΥΜΟ 1058;ΟΝΟΜΑ 1058;ICE1-4001;ΒΑΣΕΙΣ ΔΕΔΟΜΕΝΩΝ Ι;ICE1-4001;ΒΑΣΕΙΣ ΔΕΔΟΜΕΝΩΝ Ι;3.4
SR001058;ΕΠΩΝΥΜΟ 1058;ΟΝΟΜΑ 1058;ICE1-3004;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ Ι;ICE1-3004;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ Ι;7.5
SR001058;ΕΠΩΝΥΜΟ 1058;ΟΝΟΜΑ 1058;ICE1-3004;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ Ι;ICE1-3004;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ Ι;8.6
SR001058;ΕΠΩΝΥΜΟ 1058;ΟΝΟΜΑ 1058;ICE1-3005;ΛΕΙΤΟΥΡΓΙΚΑ ΣΥΣΤΗΜΑΤΑ Ι;ICE1-3005;ΛΕΙΤΟΥΡΓΙΚΑ ΣΥΣΤΗΜΑΤΑ Ι;1.1
SR001058;ΕΠΩΝΥΜΟ 1058;ΟΝΟΜΑ 1058;ICE1-5001;ΒΑΣΕΙΣ ΔΕΔΟΜΕΝΩΝ ΙΙ;ICE1-5001;ΒΑΣΕΙΣ ΔΕΔΟΜΕΝΩΝ ΙΙ;3.4
SR001058;ΕΠΩΝΥΜΟ 1058;ΟΝΟΜΑ 1058;ICE1-5001;ΒΑΣΕΙΣ ΔΕΔΟΜΕΝΩΝ ΙΙ;ICE1-5001;ΒΑΣΕΙΣ ΔΕΔΟΜΕΝΩΝ ΙΙ;3.4
SR001058;ΕΠΩΝΥΜΟ 1058;ΟΝΟΜΑ 1058;ICE1-5001;ΒΑΣΕΙΣ ΔΕΔΟΜΕΝΩΝ ΙΙ;ICE1-5001;ΒΑΣΕΙΣ ΔΕΔΟΜΕΝΩΝ ΙΙ;3.4
SR001058;ΕΠΩΝΥΜΟ 1058;ΟΝΟΜΑ 1058;ICE1-5001;ΒΑΣΕΙΣ ΔΕΔΟΜΕΝΩΝ ΙΙ;ICE1-5001;ΒΑΣΕΙΣ ΔΕΔΟΜΕΝΩΝ ΙΙ;3.4
SR001058;ΕΠΩΝΥΜΟ 1058;ΟΝΟΜΑ 1058;ICE1-6001;ΤΕΧΝΟΛΟΓΙΑ ΛΟΓΙΣΜΙΚΟΥ;ICE1-6001;ΤΕΧΝΟΛΟΓΙΑ ΛΟΓΙΣΜΙΚΟΥ;0.4
SR001059;ΕΠΩΝΥΜΟ 1059;ΟΝΟΜΑ 1059;ICE1-3002;ΗΛΕΚΤΡΟΝΙΚΗ;ICE1-3002;ΗΛΕΚΤΡΟΝΙΚΗ;7.5
SR001059;ΕΠΩΝΥΜΟ 1059;ΟΝΟΜΑ 1059;ICE1-3004;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ Ι;ICE1-3004;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ Ι;6.8
SR001059;ΕΠΩΝΥΜΟ 1059;ΟΝΟΜΑ 1059;ICE1-3005;ΛΕΙΤΟΥΡΓΙΚΑ ΣΥΣΤΗΜΑΤΑ Ι;ICE1-3005;ΛΕΙΤΟΥΡΓΙΚΑ ΣΥΣΤΗΜΑΤΑ Ι;7.5
SR001059;ΕΠΩΝΥΜΟ 1059;ΟΝΟΜΑ 1059;ICE1-5001;ΒΑΣΕΙΣ ΔΕΔΟΜΕΝΩΝ ΙΙ;ICE1-5001;ΒΑΣΕΙΣ ΔΕΔΟΜΕΝΩΝ ΙΙ;7.5
SR001059;ΕΠΩΝΥΜΟ 1059;ΟΝΟΜΑ 1059;ICE1-5001;ΒΑΣΕΙΣ ΔΕΔΟΜΕΝΩΝ ΙΙ;ICE1-5001;ΒΑΣΕΙΣ ΔΕΔΟΜΕΝΩΝ ΙΙ;7.5
SR001059;ΕΠΩΝΥΜΟ 1059;ΟΝΟΜΑ 1059;ICE1-5001;ΒΑΣΕΙΣ ΔΕΔΟΜΕΝΩΝ ΙΙ;ICE1-5001;ΒΑΣΕΙΣ ΔΕΔΟΜΕΝΩΝ ΙΙ;7.5
SR001059;ΕΠΩΝΥΜΟ 1059;ΟΝΟΜΑ 1059;ICE1-5001;ΒΑΣΕΙΣ ΔΕΔΟΜΕΝΩΝ ΙΙ;ICE1-5001;ΒΑΣΕΙΣ ΔΕΔΟΜΕΝΩΝ ΙΙ;7.5
SR001059;ΕΠΩΝΥΜΟ 1059;ΟΝΟΜΑ 1059;ICE1-5001;ΒΑΣΕΙΣ ΔΕΔΟΜΕΝΩΝ ΙΙ;ICE1-5001;ΒΑΣΕΙΣ ΔΕΔΟΜΕΝΩΝ ΙΙ;8.6
SR001059;ΕΠΩΝΥΜΟ 1059;ΟΝΟΜΑ 1059;ICE1-4004;ΜΕΘΟΔΟΛΟΓΙΕΣ ΑΝΑΠΤΥΞΗΣ ΕΦΑΡΜΟΓΩΝ;ICE1-4004;ΜΕΘΟΔΟΛΟΓΙΕΣ ΑΝΑΠΤΥΞΗΣ ΕΦΑΡΜΟΓΩΝ;10.0
SR001059;ΕΠΩΝΥΜΟ 1059;ΟΝΟΜΑ 1059;ICE1-4004;ΜΕΘΟΔΟΛΟΓΙΕΣ ΑΝΑΠΤΥΞΗΣ ΕΦΑΡΜΟΓΩΝ;ICE1-4004;ΜΕΘΟΔΟΛΟΓΙΕΣ ΑΝΑΠΤΥΞΗΣ ΕΦΑΡΜΟΓΩΝ;4.3
SR001060;ΕΠΩΝΥΜΟ 1060;ΟΝΟΜΑ 1060;ICE1-1003;ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΕΠΙΣΤΗΜΗ ΤΩΝ ΥΠΟΛΟΓΙΣΤΩΝ;ICE1-1003;ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΕΠΙΣΤΗΜΗ ΤΩΝ ΥΠΟΛΟΓΙΣΤΩΝ;3.4
SR001060;ΕΠΩΝΥΜΟ 1060;ΟΝΟΜΑ 1060;ICE1-1003;ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΕΠΙΣΤΗΜΗ ΤΩΝ ΥΠΟΛΟΓΙΣΤΩΝ;ICE1-1003;ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΕΠΙΣΤΗΜΗ ΤΩΝ ΥΠΟΛΟΓΙΣΤΩΝ;5.4
SR001060;ΕΠΩΝΥΜΟ 1060;ΟΝΟΜΑ 1060;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;0.3
SR001060;ΕΠΩΝΥΜΟ 1060;ΟΝΟΜΑ 1060;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;0.3
SR001060;ΕΠΩΝΥΜΟ 1060;ΟΝΟΜΑ 1060;ICE1-1006;ΦΥΣΙΚΗ;ICE1-1006;ΦΥΣΙΚΗ;3.0
SR001060;ΕΠΩΝΥΜΟ 1060;ΟΝΟΜΑ 1060;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;1.1
SR001060;ΕΠΩΝΥΜΟ 1060;ΟΝΟΜΑ 1060;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;7.5
SR001060;ΕΠΩΝΥΜΟ 1060;ΟΝΟΜΑ 1060;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;7.5
SR001060;ΕΠΩΝΥΜΟ 1060;ΟΝΟΜΑ 1060;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;7.5
SR001060;ΕΠΩΝΥΜΟ 1060;ΟΝΟΜΑ 1060;ICE1-2001;ΣΧΕΔΙΑΣΗ ΚΑΙ ΑΝΑΛΥΣΗ ΑΛΓΟΡΙΘΜΩΝ;ICE1-2001;ΣΧΕΔΙΑΣΗ ΚΑΙ ΑΝΑΛΥΣΗ ΑΛΓΟΡΙΘΜΩΝ;10.0
SR001062;ΕΠΩΝΥΜΟ 1062;ΟΝΟΜΑ 1062;ICE1-1006;ΦΥΣΙΚΗ;ICE1-1006;ΦΥΣΙΚΗ;3.5
SR001062;ΕΠΩΝΥΜΟ 1062;ΟΝΟΜΑ 1062;ICE1-1006;ΦΥΣΙΚΗ;ICE1-1006;ΦΥΣΙΚΗ;8.6
SR001062;ΕΠΩΝΥΜΟ 1062;ΟΝΟΜΑ 1062;ICE1-5003;ΑΝΑΛΥΣΗ ΚΑΙ ΣΧΕΔΙΑΣΜΟΣ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;ICE1-5003;ΑΝΑΛΥΣΗ ΚΑΙ ΣΧΕΔΙΑΣΜΟΣ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;10.0
SR001062;ΕΠΩΝΥΜΟ 1062;ΟΝΟΜΑ 1062;ICE1-6006;ΨΗΦΙΑΚΕΣ ΕΠΙΚΟΙΝΩΝΙΕΣ;ICE1-6006;ΨΗΦΙΑΚΕΣ ΕΠΙΚΟΙΝΩΝΙΕΣ;6.2
SR001062;ΕΠΩΝΥΜΟ 1062;ΟΝΟΜΑ 1062;ICE1-7301;ΠΡΟΗΓΜΕΝΕΣ ΔΙΚΤΥΑΚΕΣ ΤΕΧΝΟΛΟΓΙΕΣ;ICE1-7301;ΠΡΟΗΓΜΕΝΕΣ ΔΙΚΤΥΑΚΕΣ ΤΕΧΝΟΛΟΓΙΕΣ;3.4
SR001062;ΕΠΩΝΥΜΟ 1062;ΟΝΟΜΑ 1062;ICE1-7301;ΠΡΟΗΓΜΕΝΕΣ ΔΙΚΤΥΑΚΕΣ ΤΕΧΝΟΛΟΓΙΕΣ;ICE1-7301;ΠΡΟΗΓΜΕΝΕΣ ΔΙΚΤΥΑΚΕΣ ΤΕΧΝΟΛΟΓΙΕΣ;3.4
SR001063;ΕΠΩΝΥΜΟ 1063;ΟΝΟΜΑ 1063;ICE1-1001;ΜΑΘΗΜΑΤΙΚΗ ΑΝΑΛΥΣΗ;ICE1-1001;ΜΑΘΗΜΑΤΙΚΗ ΑΝΑΛΥΣΗ;7.5
SR001063;ΕΠΩΝΥΜΟ 1063;ΟΝΟΜΑ 1063;ICE1-1001;ΜΑΘΗΜΑΤΙΚΗ ΑΝΑΛΥΣΗ;ICE1-1001;ΜΑΘΗΜΑΤΙΚΗ ΑΝΑΛΥΣΗ;0.3
SR001063;ΕΠΩΝΥΜΟ 1063;ΟΝΟΜΑ 1063;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;7.5
SR001063;ΕΠΩΝΥΜΟ 1063;ΟΝΟΜΑ 1063;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;8.6
SR001063;ΕΠΩΝΥΜΟ 1063;ΟΝΟΜΑ 1063;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;8.6
SR001063;ΕΠΩΝΥΜΟ 1063;ΟΝΟΜΑ 1063;ICE1-4005;ΣΧΕΔΙΑΣΗ ΨΗΦΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;ICE1-4005;ΣΧΕΔΙΑΣΗ ΨΗΦΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;1.1
SR001063;ΕΠΩΝΥΜΟ 1063;ΟΝΟΜΑ 1063;ICE1-4005;ΣΧΕΔΙΑΣΗ ΨΗΦΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;ICE1-4005;ΣΧΕΔΙΑΣΗ ΨΗΦΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;6.8
SR001066;ΕΠΩΝΥΜΟ 1066;ΟΝΟΜΑ 1066;ICE1-3001;ΑΛΓΟΡΙΘΜΟΙ ΚΑΙ ΠΟΛΥΠΛΟΚΟΤΗΤΑ;ICE1-3001;ΑΛΓΟΡΙΘΜΟΙ ΚΑΙ ΠΟΛΥΠΛΟΚΟΤΗΤΑ;8.5
SR001066;ΕΠΩΝΥΜΟ 1066;ΟΝΟΜΑ 1066;ICE1-3001;ΑΛΓΟΡΙΘΜΟΙ ΚΑΙ ΠΟΛΥΠΛΟΚΟΤΗΤΑ;ICE1-3001;ΑΛΓΟΡΙΘΜΟΙ ΚΑΙ ΠΟΛΥΠΛΟΚΟΤΗΤΑ;7.6
SR001068;ΕΠΩΝΥΜΟ 1068;ΟΝΟΜΑ 1068;ICE1-1002;ΓΡΑΜΜΙΚΗ ΑΛΓΕΒΡΑ;ICE1-1002;ΓΡΑΜΜΙΚΗ ΑΛΓΕΒΡΑ;7.5
SR001068;ΕΠΩΝΥΜΟ 1068;ΟΝΟΜΑ 1068;ICE1-1002;ΓΡΑΜΜΙΚΗ ΑΛΓΕΒΡΑ;ICE1-1002;ΓΡΑΜΜΙΚΗ ΑΛΓΕΒΡΑ;3.4
SR001068;ΕΠΩΝΥΜΟ 1068;ΟΝΟΜΑ 1068;ICE1-1003;ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΕΠΙΣΤΗΜΗ ΤΩΝ ΥΠΟΛΟΓΙΣΤΩΝ;ICE1-1003;ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΕΠΙΣΤΗΜΗ ΤΩΝ ΥΠΟΛΟΓΙΣΤΩΝ;10.0
SR001068;ΕΠΩΝΥΜΟ 1068;ΟΝΟΜΑ 1068;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;1.8
SR001068;ΕΠΩΝΥΜΟ 1068;ΟΝΟΜΑ 1068;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;0.3
SR001068;ΕΠΩΝΥΜΟ 1068;ΟΝΟΜΑ 1068;ICE1-2002;ΠΙΘΑΝΟΤΗΤΕΣ ΚΑΙ ΣΤΑΤΙΣΤΙΚΗ;ICE1-2002;ΠΙΘΑΝΟΤΗΤΕΣ ΚΑΙ ΣΤΑΤΙΣΤΙΚΗ;10.0
SR001068;ΕΠΩΝΥΜΟ 1068;ΟΝΟΜΑ 1068;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;10.0
SR001068;ΕΠΩΝΥΜΟ 1068;ΟΝΟΜΑ 1068;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;10.0
SR001068;ΕΠΩΝΥΜΟ 1068;ΟΝΟΜΑ 1068;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;10.0
SR001068;ΕΠΩΝΥΜΟ 1068;ΟΝΟΜΑ 1068;ICE1-2001;ΣΧΕΔΙΑΣΗ ΚΑΙ ΑΝΑΛΥΣΗ ΑΛΓΟΡΙΘΜΩΝ;ICE1-2001;ΣΧΕΔΙΑΣΗ ΚΑΙ ΑΝΑΛΥΣΗ ΑΛΓΟΡΙΘΜΩΝ;10.0
SR001070;ΕΠΩΝΥΜΟ 1070;ΟΝΟΜΑ 1070;ICE1-1003;ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΕΠΙΣΤΗΜΗ ΤΩΝ ΥΠΟΛΟΓΙΣΤΩΝ;ICE1-1003;ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΕΠΙΣΤΗΜΗ ΤΩΝ ΥΠΟΛΟΓΙΣΤΩΝ;4.9
SR001070;ΕΠΩΝΥΜΟ 1070;ΟΝΟΜΑ 1070;ICE1-1003;ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΕΠΙΣΤΗΜΗ ΤΩΝ ΥΠΟΛΟΓΙΣΤΩΝ;ICE1-1003;ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΕΠΙΣΤΗΜΗ ΤΩΝ ΥΠΟΛΟΓΙΣΤΩΝ;6.1
SR001070;ΕΠΩΝΥΜΟ 1070;ΟΝΟΜΑ 1070;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;7.5
